prompt,target
"Question: Everybody seemed to be crying at the holy site, the tour guide explained that this was what?
Choices: A) profane B) halibut C) damaged D) common E) halibut
Answer:",D
"Question: The smile gave away that the what was one of happiness?
Choices: A) manual B) rainbow C) cry D) frown E) make others happy too
Answer:",C
"Question: Where is a public monument likely to be erected by a city?
Choices: A) municipal park B) office C) state park D) cemetary E) public gardens
Answer:",A
"Question: Where would a person live if they wanted no neighbors?
Choices: A) housing estate B) neighborhood C) mars D) woods E) suburbs
Answer:",D
"Question: Where is the control room that controls a PWR located?
Choices: A) building B) factory C) window D) prison E) nuclear power plant
Answer:",E
"Question: What happens to a dog before someone puts up posters of them?
Choices: A) get lost B) require water C) trained D) bark E) roll over
Answer:",A
"Question: Where are the most famous BBQ steakhouses in america?
Choices: A) texas B) building C) kansas city D) maine E) falling down
Answer:",A
"Question: He kept plugging away in his cubicle, it seemed he was the only person not called into the what?
Choices: A) building B) conference C) assessment D) demonstration E) garage
Answer:",B
"Question: If you're attending school and are falling asleep you're likely experiencing what?
Choices: A) boredom B) malaria C) graduate D) inspiration E) detention
Answer:",A
"Question: I want to buy a gong, where should I look for one?
Choices: A) orchestra B) church C) chinese temple D) chinatown E) music store
Answer:",E
"Question: What would friends do if they need each others' help?
Choices: A) call each other B) group together C) understand each other D) meet for lunch E) part company
Answer:",B
"Question: When people are playing a game, what is their motivation to play?
Choices: A) believe in god B) dance C) desire to win D) destroy each other E) run amok
Answer:",C
"Question: Where could there be a battle that involves words?
Choices: A) court room B) war C) video game D) iraq E) church
Answer:",A
"Question: John didn't mind getting in line.  It was what game after that he hated.  The time, the sore feet. He did not like doing what?
Choices: A) have to wait for B) standing in line C) eat cake D) less confusion E) being ordered
Answer:",B
"Question: What is the process of going somewhere?
Choices: A) fire B) energy C) car D) transporting E) staying in place
Answer:",D
"Question: The old man needed to have rest multiple times a day, he would do what on the couch and catnap?
Choices: A) lay in bed B) lay in bed C) go to bed D) relax E) lie down
Answer:",E
"Question: The end of the barrel of what primitive firearm is bell shaped?
Choices: A) barbell B) funnel C) blunderbuss D) wind instrument E) kettlebell
Answer:",C
"Question: Where is a good place to store pamphlets in your home or office?
Choices: A) library B) health department C) mail box D) drawer E) bookstore
Answer:",D
"Question: Many humans enjoy fishing and enjoy another relaxing activity at the same time, what activity is it?
Choices: A) getting tied up lure. B) looking for information C) get wet D) drink beer E) sit quietly
Answer:",D
"Question: Where would you get some maps that you own?
Choices: A) bookstore B) library C) electrical circuit D) cabinet E) important when traveling
Answer:",D
"Question: Where is a good place to put a hamburger?
Choices: A) resturant B) fast food restaurant C) mouth D) kitchen E) pizza
Answer:",C
"Question: Where is a handy place to store a steel pen in your office?
Choices: A) car shop B) desk drawer C) car. D) warehouse E) hand
Answer:",B
"Question: A story about World War II would be set when?
Choices: A) book or library B) book or magazine C) newspaper D) past E) future
Answer:",D
"Question: What type of geographic area will you find a marmot?
Choices: A) mountainous area B) wood pile C) jungle D) petting zoo E) animals
Answer:",A
"Question: Most people make stupid assumptions that are based on their prejudices.  What might they do instead to achieve better outcomes?
Choices: A) set table B) think C) read books D) play games E) lie
Answer:",B
"Question: What is something children can do while traveling in a car?
Choices: A) listen to music B) watch television C) play chess D) walk E) play basketball
Answer:",A
"Question: Where would you hear a trumpet along with other instruments made from the same material?
Choices: A) music store B) bass C) brass band D) orchestra E) marching band
Answer:",C
"Question: The audience listened to the orchestra play, where were they watching the performance?
Choices: A) concert hall B) museum C) school D) hockey game E) sporting event
Answer:",A
"Question: Stabbing to death of a person is what sort of way to die?
Choices: A) pool of blood B) gruesome C) charming D) being arrested E) killing
Answer:",B
"Question: What are you getting from you boss at the end of the week?
Choices: A) asking for B) money C) food D) work E) energy
Answer:",B
"Question: If you have a ticket and you are planning to eat hot dogs, where would you go?
Choices: A) lottery B) person's hand C) baseball stadium D) movie E) kitchen
Answer:",C
"Question: Where is a great place to buy fresh fruit?
Choices: A) san francisco B) refrigerator C) big box retailer D) tree E) market
Answer:",E
"Question: The man took paperwork to other people to consult over it, where was he heading?
Choices: A) desk B) meeting C) office D) table E) work
Answer:",B
"Question: Stark was just having fun, and he wasn't hurting anyone.  What might have he been doing?
Choices: A) painting his nails B) playing marbles C) constructing D) need for rest E) wild ride
Answer:",B
"Question: The church was giving assistance, what were they hoping to accomplish?
Choices: A) exhilliration B) hardship C) risk taking D) helping others E) happiness
Answer:",D
"Question: I you believe in god, where will you go when you die?
Choices: A) heaven B) church C) imagination D) synagogue E) monastery
Answer:",A
"Question: What can eating hamburger cause immediately after eating it?
Choices: A) tasty B) health problems C) eat cake D) indigestion E) gain weight
Answer:",D
"Question: Where is a shelf likely to be hidden behind a door?
Choices: A) refrigerator B) bookstore C) cupboard D) school building E) wardrobe
Answer:",C
"Question: The man got a pail to catch the draining motor oil, where was he likely doing this at home?
Choices: A) garage B) hardware store C) utility room D) wishing well E) laundry
Answer:",A
"Question: What kind of cold storage could you find in your house?
Choices: A) ice pack B) freezer C) laboratory D) warehouse E) refrigerator
Answer:",E
"Question: Where could you go to between 1000 and 10000 restaurant?
Choices: A) big city B) town C) small town D) canada E) yellow pages
Answer:",A
"Question: The pitcher stepped on the mound ready to throw, where was he located specifically?
Choices: A) hell B) baseball stadium C) golf course D) africa E) baseball diamond
Answer:",E
"Question: Where is a statute found on a platform?
Choices: A) below B) arena C) concert hall D) museum E) building
Answer:",D
"Question: If it's not used for hair a round brush is an example of what?
Choices: A) hair brush B) ladies bathroom C) art supplies D) shower E) hair salon
Answer:",C
"Question: His parents thought he was suffering from boredom, but the teen loved to lay in bed and just do what?
Choices: A) meet interesting people B) lift weights C) listen to music D) play chess E) entertain
Answer:",C
"Question: At the picnic she was stuck eating hamburger, she was worried because she forgot her chewables to prevent what?
Choices: A) eat cake B) have fun C) food poisoning D) heartburn E) gain weight
Answer:",D
"Question: The electrode wouldn't spark, it turned out that the what hadn't been connected?
Choices: A) battery B) electronic equipment C) electrolytic cell D) charge E) tube
Answer:",A
"Question: For what entity should the government work?
Choices: A) country B) democracy C) canada D) civilization E) tax office
Answer:",A
"Question: What must a student in engineering do?
Choices: A) answer question B) learn language C) do mathematics D) be able to count E) begin to study
Answer:",C
"Question: The teacher knew her students understood division, what was she hoping they would learn next?
Choices: A) multiplication B) multiply C) putting together D) unity E) pay debts
Answer:",A
